zip,reportingyear,ziptype,cityname,statename,stateabbr,enc_zip,zcta_use
01543,2015,ZIP Code Area,Rutland,NA,MA,01543,01543
01545,2015,ZIP Code Area,Shrewsbury,NA,MA,01545,01545
01546,2015,Post Office or large volume customer,Shrewsbury,NA,MA,01545,01545
01550,2015,ZIP Code Area,Southbridge,NA,MA,01550,01550
01560,2015,ZIP Code Area,South Grafton,NA,MA,01560,01560
01561,2015,Post Office or large volume customer,South Lancaster,NA,MA,01523,01561
01562,2015,ZIP Code Area,Spencer,NA,MA,01562,01562
01564,2015,ZIP Code Area,Sterling,NA,MA,01564,01564
01566,2015,ZIP Code Area,Sturbridge,NA,MA,01566,01566
01568,2015,ZIP Code Area,Upton,NA,MA,01568,01568
01569,2015,ZIP Code Area,Uxbridge,NA,MA,01569,01569
01570,2015,ZIP Code Area,Webster,NA,MA,01570,01570
01571,2015,ZIP Code Area,Dudley,NA,MA,01571,01571
01581,2015,ZIP Code Area,Westborough,NA,MA,01581,01581
01583,2015,ZIP Code Area,West Boylston,NA,MA,01583,01583
01585,2015,ZIP Code Area,West Brookfield,NA,MA,01585,01585
01586,2015,Post Office or large volume customer,West Millbury,NA,MA,01527,01527
01588,2015,ZIP Code Area,Whitinsville,NA,MA,01588,01588
01590,2015,ZIP Code Area,Sutton,NA,MA,01590,01590
01601,2015,Post Office or large volume customer,Worcester,NA,MA,01608,01608
01602,2015,ZIP Code Area,Worcester,NA,MA,01602,01602
01603,2015,ZIP Code Area,Worcester,NA,MA,01603,01603
01604,2015,ZIP Code Area,Worcester,NA,MA,01604,01604
01605,2015,ZIP Code Area,Worcester,NA,MA,01605,01605
01606,2015,ZIP Code Area,Worcester,NA,MA,01606,01606
01607,2015,ZIP Code Area,Worcester,NA,MA,01607,01607
01608,2015,ZIP Code Area,Worcester,NA,MA,01608,01608
01609,2015,ZIP Code Area,Worcester,NA,MA,01609,01609
01610,2015,ZIP Code Area,Worcester,NA,MA,01610,01610
01611,2015,ZIP Code Area,Cherry Valley,NA,MA,01611,01611
01612,2015,ZIP Code Area,Paxton,NA,MA,01612,01612
01613,2015,Post Office or large volume customer,Worcester,NA,MA,01605,01605
01614,2015,Post Office or large volume customer,Worcester,NA,MA,01608,01608
01615,2015,Post Office or large volume customer,Worcester,NA,MA,01605,01605
01653,2015,Post Office or large volume customer,Worcester,NA,MA,01605,01605
01655,2015,Post Office or large volume customer,Worcester,NA,MA,01605,01605
01701,2015,ZIP Code Area,Framingham,NA,MA,01701,01701
01702,2015,ZIP Code Area,Framingham,NA,MA,01702,01702
01703,2015,Post Office or large volume customer,Framingham,NA,MA,01701,01701
01704,2015,Post Office or large volume customer,Framingham,NA,MA,01701,01701
01705,2015,Post Office or large volume customer,Framingham,NA,MA,01701,01701
01718,2015,ZIP Code Area,Village of Nagog Woods,NA,MA,01718,01718
01719,2015,ZIP Code Area,Boxborough,NA,MA,01719,01719
01720,2015,ZIP Code Area,Acton,NA,MA,01720,01720
01721,2015,ZIP Code Area,Ashland,NA,MA,01721,01721
01730,2015,ZIP Code Area,Bedford,NA,MA,01730,01730
01731,2015,ZIP Code Area,Hanscom AFB,NA,MA,01731,01731
01740,2015,ZIP Code Area,Bolton,NA,MA,01740,01740
01741,2015,ZIP Code Area,Carlisle,NA,MA,01741,01741
01742,2015,ZIP Code Area,Concord,NA,MA,01742,01742
01745,2015,ZIP Code Area,Fayville,NA,MA,01745,01745
01746,2015,ZIP Code Area,Holliston,NA,MA,01746,01746
01747,2015,ZIP Code Area,Hopedale,NA,MA,01747,01747
01748,2015,ZIP Code Area,Hopkinton,NA,MA,01748,01748
01749,2015,ZIP Code Area,Hudson,NA,MA,01749,01749
01752,2015,ZIP Code Area,Marlborough,NA,MA,01752,01752
01754,2015,ZIP Code Area,Maynard,NA,MA,01754,01754
01756,2015,ZIP Code Area,Mendon,NA,MA,01756,01756
01757,2015,ZIP Code Area,Milford,NA,MA,01757,01757
01760,2015,ZIP Code Area,Natick,NA,MA,01760,01760
01770,2015,ZIP Code Area,Sherborn,NA,MA,01770,01770
01772,2015,ZIP Code Area,Southborough,NA,MA,01772,01772
01773,2015,ZIP Code Area,Lincoln,NA,MA,01773,01773
01775,2015,ZIP Code Area,Stow,NA,MA,01775,01775
01776,2015,ZIP Code Area,Sudbury,NA,MA,01776,01776
01778,2015,ZIP Code Area,Wayland,NA,MA,01778,01778
01784,2015,Post Office or large volume customer,Woodville,NA,MA,01748,01748
01801,2015,ZIP Code Area,Woburn,NA,MA,01801,01801
01803,2015,ZIP Code Area,Burlington,NA,MA,01803,01803
01805,2015,Post Office or large volume customer,Burlington,NA,MA,01803,01803
01810,2015,ZIP Code Area,Andover,NA,MA,01810,01810
01812,2015,Post Office or large volume customer,Andover,NA,MA,01810,01810
01813,2015,Post Office or large volume customer,Woburn,NA,MA,01801,01801
01815,2015,Post Office or large volume customer,Woburn,NA,MA,01801,01801
01821,2015,ZIP Code Area,Billerica,NA,MA,01821,01821
01822,2015,Post Office or large volume customer,Billerica,NA,MA,01824,01824
01824,2015,ZIP Code Area,Chelmsford,NA,MA,01824,01824
01826,2015,ZIP Code Area,Dracut,NA,MA,01826,01826
01827,2015,ZIP Code Area,Dunstable,NA,MA,01827,01827
01830,2015,ZIP Code Area,Haverhill,NA,MA,01830,01830
01831,2015,Post Office or large volume customer,Haverhill,NA,MA,01830,01830
01832,2015,ZIP Code Area,Haverhill,NA,MA,01832,01832
01833,2015,ZIP Code Area,Georgetown,NA,MA,01833,01833
01834,2015,ZIP Code Area,Groveland,NA,MA,01834,01834
01835,2015,ZIP Code Area,Haverhill,NA,MA,01835,01835
01840,2015,ZIP Code Area,Lawrence,NA,MA,01840,01840
01841,2015,ZIP Code Area,Lawrence,NA,MA,01841,01841
01842,2015,Post Office or large volume customer,Lawrence,NA,MA,01840,01840
01843,2015,ZIP Code Area,Lawrence,NA,MA,01843,01843
01844,2015,ZIP Code Area,Methuen,NA,MA,01844,01844
01845,2015,ZIP Code Area,North Andover,NA,MA,01845,01845
01850,2015,ZIP Code Area,Lowell,NA,MA,01850,01850
01851,2015,ZIP Code Area,Lowell,NA,MA,01851,01851
01852,2015,ZIP Code Area,Lowell,NA,MA,01852,01852
01853,2015,Post Office or large volume customer,Lowell,NA,MA,01854,01854
01854,2015,ZIP Code Area,Lowell,NA,MA,01854,01854
01860,2015,ZIP Code Area,Merrimac,NA,MA,01860,01860
01862,2015,ZIP Code Area,North Billerica,NA,MA,01862,01862
01863,2015,ZIP Code Area,North Chelmsford,NA,MA,01863,01863
01864,2015,ZIP Code Area,North Reading,NA,MA,01864,01864
01865,2015,Post Office or large volume customer,Nutting Lake,NA,MA,01821,01821
01866,2015,Post Office or large volume customer,Pinehurst,NA,MA,01821,01821
01867,2015,ZIP Code Area,Reading,NA,MA,01867,01867
01876,2015,ZIP Code Area,Tewksbury,NA,MA,01876,01876
01879,2015,ZIP Code Area,Tyngsboro,NA,MA,01879,01879
01880,2015,ZIP Code Area,Wakefield,NA,MA,01880,01880
01885,2015,Post Office or large volume customer,West Boxford,NA,MA,01921,01921
01886,2015,ZIP Code Area,Westford,NA,MA,01886,01886
01887,2015,ZIP Code Area,Wilmington,NA,MA,01887,01887
01888,2015,Post Office or large volume customer,Woburn,NA,MA,01801,01801
01889,2015,Post Office or large volume customer,North Reading,NA,MA,01864,01864
01890,2015,ZIP Code Area,Winchester,NA,MA,01890,01890
01899,2015,Post Office or large volume customer,Andover,NA,MA,01810,01810
01901,2015,ZIP Code Area,Lynn,NA,MA,01901,01901
01902,2015,ZIP Code Area,Lynn,NA,MA,01902,01902
01903,2015,Post Office or large volume customer,Lynn,NA,MA,01901,01901
01904,2015,ZIP Code Area,Lynn,NA,MA,01904,01904
01905,2015,ZIP Code Area,Lynn,NA,MA,01905,01905
01906,2015,ZIP Code Area,Saugus,NA,MA,01906,01906
01907,2015,ZIP Code Area,Swampscott,NA,MA,01907,01907
01908,2015,ZIP Code Area,Nahant,NA,MA,01908,01908
01910,2015,Post Office or large volume customer,Lynn,NA,MA,01905,01905
01913,2015,ZIP Code Area,Amesbury,NA,MA,01913,01913
01915,2015,ZIP Code Area,Beverly,NA,MA,01915,01915
01921,2015,ZIP Code Area,Boxford,NA,MA,01921,01921
01922,2015,ZIP Code Area,Byfield,NA,MA,01922,01922
01923,2015,ZIP Code Area,Danvers,NA,MA,01923,01923
01929,2015,ZIP Code Area,Essex,NA,MA,01929,01929
01930,2015,ZIP Code Area,Gloucester,NA,MA,01930,01930
01931,2015,Post Office or large volume customer,Gloucester,NA,MA,01930,01930
01936,2015,Post Office or large volume customer,Hamilton,NA,MA,01982,01982
01937,2015,Post Office or large volume customer,Hathorne,NA,MA,01923,01937
01938,2015,ZIP Code Area,Ipswich,NA,MA,01938,01938
01940,2015,ZIP Code Area,Lynnfield,NA,MA,01940,01940
01944,2015,ZIP Code Area,Manchester,NA,MA,01944,01944
01945,2015,ZIP Code Area,Marblehead,NA,MA,01945,01945
01949,2015,ZIP Code Area,Middleton,NA,MA,01949,01949
01950,2015,ZIP Code Area,Newburyport,NA,MA,01950,01950
01951,2015,ZIP Code Area,Newbury,NA,MA,01951,01951
01952,2015,ZIP Code Area,Salisbury,NA,MA,01952,01952
01960,2015,ZIP Code Area,Peabody,NA,MA,01960,01960
01961,2015,Post Office or large volume customer,Peabody,NA,MA,01960,01960
01965,2015,Post Office or large volume customer,Prides Crossing,NA,MA,01915,01915
01966,2015,ZIP Code Area,Rockport,NA,MA,01966,01966
01969,2015,ZIP Code Area,Rowley,NA,MA,01969,01969
01970,2015,ZIP Code Area,Salem,NA,MA,01970,01970
01971,2015,Post Office or large volume customer,Salem,NA,MA,01970,01970
01982,2015,ZIP Code Area,South Hamilton,NA,MA,01982,01982
01983,2015,ZIP Code Area,Topsfield,NA,MA,01983,01983
01984,2015,ZIP Code Area,Wenham,NA,MA,01984,01984
01985,2015,ZIP Code Area,West Newbury,NA,MA,01985,01985
02018,2015,Post Office or large volume customer,Accord,NA,MA,02043,02043
02019,2015,ZIP Code Area,Bellingham,NA,MA,02019,02019
02020,2015,Post Office or large volume customer,Brant Rock,NA,MA,02050,02050
02021,2015,ZIP Code Area,Canton,NA,MA,02021,02021
02025,2015,ZIP Code Area,Cohasset,NA,MA,02025,02025
02026,2015,ZIP Code Area,Dedham,NA,MA,02026,02026
02027,2015,Post Office or large volume customer,Dedham,NA,MA,02026,02026
02030,2015,ZIP Code Area,Dover,NA,MA,02030,02030
02032,2015,ZIP Code Area,East Walpole,NA,MA,02032,02032
02035,2015,ZIP Code Area,Foxboro,NA,MA,02035,02035
02038,2015,ZIP Code Area,Franklin,NA,MA,02038,02038
02040,2015,Post Office or large volume customer,Greenbush,NA,MA,02066,02066
02041,2015,Post Office or large volume customer,Green Harbor,NA,MA,02050,02050
02043,2015,ZIP Code Area,Hingham,NA,MA,02043,02043
02044,2015,Post Office or large volume customer,Hingham,NA,MA,02043,02043
02045,2015,ZIP Code Area,Hull,NA,MA,02045,02045
02047,2015,Post Office or large volume customer,Humarock,NA,MA,02050,02047
02048,2015,ZIP Code Area,Mansfield,NA,MA,02048,02048
02050,2015,ZIP Code Area,Marshfield,NA,MA,02050,02050
02051,2015,Post Office or large volume customer,Marshfield Hills,NA,MA,02050,02050
02052,2015,ZIP Code Area,Medfield,NA,MA,02052,02052
02053,2015,ZIP Code Area,Medway,NA,MA,02053,02053
02054,2015,ZIP Code Area,Millis,NA,MA,02054,02054
02055,2015,Post Office or large volume customer,Minot,NA,MA,02066,02066
02056,2015,ZIP Code Area,Norfolk,NA,MA,02056,02056
02059,2015,Post Office or large volume customer,North Marshfield,NA,MA,02050,02050
02060,2015,Post Office or large volume customer,North Scituate,NA,MA,02066,02066
02061,2015,ZIP Code Area,Norwell,NA,MA,02061,02061
02062,2015,ZIP Code Area,Norwood,NA,MA,02062,02062
02065,2015,Post Office or large volume customer,Ocean Bluff,NA,MA,02050,02050
02066,2015,ZIP Code Area,Scituate,NA,MA,02066,02066
02067,2015,ZIP Code Area,Sharon,NA,MA,02067,02067
02070,2015,Post Office or large volume customer,Sheldonville,NA,MA,02093,02093
02071,2015,ZIP Code Area,South Walpole,NA,MA,02071,02071
02072,2015,ZIP Code Area,Stoughton,NA,MA,02072,02072
02081,2015,ZIP Code Area,Walpole,NA,MA,02081,02081
02090,2015,ZIP Code Area,Westwood,NA,MA,02090,02090
02093,2015,ZIP Code Area,Wrentham,NA,MA,02093,02093
02108,2015,ZIP Code Area,Boston,NA,MA,02108,02108
02109,2015,ZIP Code Area,Boston,NA,MA,02109,02109
02110,2015,ZIP Code Area,Boston,NA,MA,02110,02110
02111,2015,ZIP Code Area,Boston,NA,MA,02111,02111
02112,2015,Post Office or large volume customer,Boston,NA,MA,02109,02109
02113,2015,ZIP Code Area,Boston,NA,MA,02113,02113
02114,2015,ZIP Code Area,Boston,NA,MA,02114,02114
02115,2015,ZIP Code Area,Boston,NA,MA,02115,02115
02116,2015,ZIP Code Area,Boston,NA,MA,02116,02116
02117,2015,Post Office or large volume customer,Boston,NA,MA,02116,02116
02118,2015,ZIP Code Area,Boston,NA,MA,02118,02118
02119,2015,ZIP Code Area,Roxbury,NA,MA,02119,02119
02120,2015,ZIP Code Area,Roxbury Crossing,NA,MA,02120,02120
02121,2015,ZIP Code Area,Dorchester,NA,MA,02121,02121
02122,2015,ZIP Code Area,Dorchester,NA,MA,02122,02122
02123,2015,Post Office or large volume customer,Boston,NA,MA,02115,02115
02124,2015,ZIP Code Area,Dorchester Center,NA,MA,02124,02124
02125,2015,ZIP Code Area,Dorchester,NA,MA,02125,02125
02126,2015,ZIP Code Area,Mattapan,NA,MA,02126,02126
02127,2015,ZIP Code Area,Boston,NA,MA,02127,02127
02128,2015,ZIP Code Area,Boston,NA,MA,02128,02128
02129,2015,ZIP Code Area,Charlestown,NA,MA,02129,02129
02130,2015,ZIP Code Area,Jamaica Plain,NA,MA,02130,02130
02131,2015,ZIP Code Area,Roslindale,NA,MA,02131,02131
02132,2015,ZIP Code Area,West Roxbury,NA,MA,02132,02132
02133,2015,Post Office or large volume customer,Boston,NA,MA,02108,02108
02134,2015,ZIP Code Area,Allston,NA,MA,02134,02134
02135,2015,ZIP Code Area,Brighton,NA,MA,02135,02135
02136,2015,ZIP Code Area,Hyde Park,NA,MA,02136,02136
02137,2015,Post Office or large volume customer,Readville,NA,MA,02136,02136
02138,2015,ZIP Code Area,Cambridge,NA,MA,02138,02138
02139,2015,ZIP Code Area,Cambridge,NA,MA,02139,02139
02140,2015,ZIP Code Area,Cambridge,NA,MA,02140,02140
02141,2015,ZIP Code Area,Cambridge,NA,MA,02141,02141
02142,2015,ZIP Code Area,Cambridge,NA,MA,02142,02142
02143,2015,ZIP Code Area,Somerville,NA,MA,02143,02143
02144,2015,ZIP Code Area,Somerville,NA,MA,02144,02144
02145,2015,ZIP Code Area,Somerville,NA,MA,02145,02145
02148,2015,ZIP Code Area,Malden,NA,MA,02148,02148
02149,2015,ZIP Code Area,Everett,NA,MA,02149,02149
02150,2015,ZIP Code Area,Chelsea,NA,MA,02150,02150
02151,2015,ZIP Code Area,Revere,NA,MA,02151,02151
02152,2015,ZIP Code Area,Winthrop,NA,MA,02152,02152
02153,2015,ZIP Code Area,Medford,NA,MA,02153,02155
02155,2015,ZIP Code Area,Medford,NA,MA,02155,02155
02156,2015,Post Office or large volume customer,West Medford,NA,MA,02155,02155
02163,2015,ZIP Code Area,Boston,NA,MA,02163,02163
02169,2015,ZIP Code Area,Quincy,NA,MA,02169,02169
02170,2015,ZIP Code Area,Quincy,NA,MA,02170,02170
02171,2015,ZIP Code Area,Quincy,NA,MA,02171,02171
02176,2015,ZIP Code Area,Melrose,NA,MA,02176,02176
02180,2015,ZIP Code Area,Stoneham,NA,MA,02180,02180
02184,2015,ZIP Code Area,Braintree,NA,MA,02184,02184
02185,2015,Post Office or large volume customer,Braintree,NA,MA,02184,02184
02186,2015,ZIP Code Area,Milton,NA,MA,02186,02186
02187,2015,Post Office or large volume customer,Milton Village,NA,MA,02186,02186
02188,2015,ZIP Code Area,Weymouth,NA,MA,02188,02188
02189,2015,ZIP Code Area,East Weymouth,NA,MA,02189,02189
02190,2015,ZIP Code Area,South Weymouth,NA,MA,02190,02190
02191,2015,ZIP Code Area,North Weymouth,NA,MA,02191,02191
02196,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02199,2015,ZIP Code Area,Boston,NA,MA,02199,02199
02201,2015,Post Office or large volume customer,Boston,NA,MA,02114,02114
02203,2015,Post Office or large volume customer,Boston,NA,MA,02114,02203
02204,2015,Post Office or large volume customer,Boston,NA,MA,02150,02150
02205,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02206,2015,Post Office or large volume customer,Boston,NA,MA,02150,02150
02210,2015,ZIP Code Area,Boston,NA,MA,02210,02210
02211,2015,Post Office or large volume customer,Boston,NA,MA,02109,02109
02212,2015,Post Office or large volume customer,Boston,NA,MA,02109,02109
02215,2015,ZIP Code Area,Boston,NA,MA,02215,02215
02217,2015,Post Office or large volume customer,Boston,NA,MA,02116,02116
02222,2015,Post Office or large volume customer,Boston,NA,MA,02114,02114
02228,2015,Post Office or large volume customer,East Boston,NA,MA,02128,02128
02238,2015,Post Office or large volume customer,Cambridge,NA,MA,02139,02139
02241,2015,Post Office or large volume customer,Boston,NA,MA,02110,02110
02266,2015,Post Office or large volume customer,Boston,NA,MA,02127,02127
02269,2015,Post Office or large volume customer,Quincy,NA,MA,02169,02169
02283,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02284,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02293,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02297,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02298,2015,Post Office or large volume customer,Boston,NA,MA,02111,02111
02301,2015,ZIP Code Area,Brockton,NA,MA,02301,02301
02302,2015,ZIP Code Area,Brockton,NA,MA,02302,02302
02303,2015,Post Office or large volume customer,Brockton,NA,MA,02302,02302
02304,2015,Post Office or large volume customer,Brockton,NA,MA,02301,02301
02305,2015,Post Office or large volume customer,Brockton,NA,MA,02301,02301
02322,2015,ZIP Code Area,Avon,NA,MA,02322,02322
02324,2015,ZIP Code Area,Bridgewater,NA,MA,02324,02324
02325,2015,ZIP Code Area,Bridgewater,NA,MA,02325,02324
02327,2015,Post Office or large volume customer,Bryantville,NA,MA,02359,02359
02330,2015,ZIP Code Area,Carver,NA,MA,02330,02330
02331,2015,Post Office or large volume customer,Duxbury,NA,MA,02332,02332
02332,2015,ZIP Code Area,Duxbury,NA,MA,02332,02332
02333,2015,ZIP Code Area,East Bridgewater,NA,MA,02333,02333
02334,2015,Post Office or large volume customer,Easton,NA,MA,02356,02356
02337,2015,Post Office or large volume customer,Elmwood,NA,MA,02333,02333
02338,2015,ZIP Code Area,Halifax,NA,MA,02338,02338
02339,2015,ZIP Code Area,Hanover,NA,MA,02339,02339
02340,2015,Post Office or large volume customer,Hanover,NA,MA,02339,02339
02341,2015,ZIP Code Area,Hanson,NA,MA,02341,02341
02343,2015,ZIP Code Area,Holbrook,NA,MA,02343,02343
02344,2015,Post Office or large volume customer,Middleboro,NA,MA,02346,02346
02345,2015,Post Office or large volume customer,Manomet,NA,MA,02360,02360
02346,2015,ZIP Code Area,Middleboro,NA,MA,02346,02346
02347,2015,ZIP Code Area,Lakeville,NA,MA,02347,02347
02348,2015,Post Office or large volume customer,Lakeville,NA,MA,02347,02347
02349,2015,Post Office or large volume customer,Middleboro,NA,MA,02347,02347
02350,2015,Post Office or large volume customer,Monponsett,NA,MA,02341,02341
02351,2015,ZIP Code Area,Abington,NA,MA,02351,02351
02355,2015,Post Office or large volume customer,North Carver,NA,MA,02330,02330
02356,2015,ZIP Code Area,North Easton,NA,MA,02356,02356
02357,2015,Post Office or large volume customer,North Easton,NA,MA,02356,02357
02358,2015,Post Office or large volume customer,North Pembroke,NA,MA,02359,02359
02359,2015,ZIP Code Area,Pembroke,NA,MA,02359,02359
02360,2015,ZIP Code Area,Plymouth,NA,MA,02360,02360
02361,2015,Post Office or large volume customer,Plymouth,NA,MA,02360,02360
02362,2015,Post Office or large volume customer,Plymouth,NA,MA,02360,02360
02364,2015,ZIP Code Area,Kingston,NA,MA,02364,02364
02366,2015,Post Office or large volume customer,South Carver,NA,MA,02330,02366
02367,2015,ZIP Code Area,Plympton,NA,MA,02367,02367
02368,2015,ZIP Code Area,Randolph,NA,MA,02368,02368
02370,2015,ZIP Code Area,Rockland,NA,MA,02370,02370
02375,2015,ZIP Code Area,South Easton,NA,MA,02375,02375
02379,2015,ZIP Code Area,West Bridgewater,NA,MA,02379,02379
02381,2015,Post Office or large volume customer,White Horse Beach,NA,MA,02360,02360
02382,2015,ZIP Code Area,Whitman,NA,MA,02382,02382
02420,2015,ZIP Code Area,Lexington,NA,MA,02420,02420
02421,2015,ZIP Code Area,Lexington,NA,MA,02421,02421
02445,2015,ZIP Code Area,Brookline,NA,MA,02445,02445
02446,2015,ZIP Code Area,Brookline,NA,MA,02446,02446
02447,2015,Post Office or large volume customer,Brookline Village,NA,MA,02445,02445
02451,2015,ZIP Code Area,Waltham,NA,MA,02451,02451
02452,2015,ZIP Code Area,Waltham,NA,MA,02452,02452
02453,2015,ZIP Code Area,Waltham,NA,MA,02453,02453
02454,2015,Post Office or large volume customer,Waltham,NA,MA,02451,02451
02455,2015,Post Office or large volume customer,North Waltham,NA,MA,02451,02451
02456,2015,Post Office or large volume customer,New Town,NA,MA,02472,02472
02457,2015,Post Office or large volume customer,Babson Park,NA,MA,02481,02457
02458,2015,ZIP Code Area,Newton,NA,MA,02458,02458
02459,2015,ZIP Code Area,Newton Center,NA,MA,02459,02459
02460,2015,ZIP Code Area,Newtonville,NA,MA,02460,02460
02461,2015,ZIP Code Area,Newton Highlands,NA,MA,02461,02461
02462,2015,ZIP Code Area,Newton Lower Falls,NA,MA,02462,02462
02464,2015,ZIP Code Area,Newton Upper Falls,NA,MA,02464,02464
02465,2015,ZIP Code Area,West Newton,NA,MA,02465,02465
02466,2015,ZIP Code Area,Auburndale,NA,MA,02466,02466
02467,2015,ZIP Code Area,Chestnut Hill,NA,MA,02467,02467
02468,2015,ZIP Code Area,Waban,NA,MA,02468,02468
02471,2015,Post Office or large volume customer,Watertown,NA,MA,02472,02472
